城市,贷款金额,期限,月供,还款总费用,月管理费,期限最低范围,期限最高范围,还款方式,放款日期,审批时间,担保方式,申请人数,申请条件,总利息
深圳,10万元,12月,10633,2.76,参考月利率 0.90%,3,36,分期还款,3,3,自由选,1,22-60周岁、工作满12个月、居住1年以上1、年龄要求：22-60周岁2、工作年限：在现单位连续工作满12个月3、在深圳居住1年以上4、按摩、洗浴、足疗保健、夜店、酒家、债务回收（包括银行）、军人、公检法、担保及小贷公司等工作人员不可申请温馨提示：22-60周岁、在现单位连续工作满12个月方可申请,3335.6
深圳,10万元,12月,9633,1.56,参考月利率 1.30%,3,36,分期还款,4,3,信用贷,1,在深圳工作满半年、月薪3000以上、有社保1、在深圳半年2、月薪3000以上3、有社保温馨提示：在深圳工作满半年、月薪3000以上、有社保方可申请,5832.1
深圳,10万元,12月,9333,1.2,月管理费 1.00%,3,60,分期还款,3,2,信用贷,1,能提供合适的担保、代发工资满6000、信用良好1、年龄70周岁（含）以下的具有完全民事行为能力的自然人2、能提供合适的担保3、信用良好，具备按时足额偿还贷款本息的能力4、合作银行规定的其他条件5、需深圳本地银行代发月工资6000以上温馨提示：能提供合适的担保、代发工资满6000、信用良好方可申请,12000
深圳,10万元,12月,10633,2.76,月管理费 2.30%,3,36,分期还款,1,1,信用贷,1,21-60周岁、连续工作满半年、打卡工资2000以上1、年龄要求：21周岁-60周岁2、收入要求：月打卡工资2000元以上（每月现金定期存入需收入1万以上）需提供银行流水及工作证明3、工作年限：在现单位连续工作满6个月4、信用记录：当前不能有超过90天的逾期、1年内不能有1次以上90天逾期、所有的信用记录里不能有2次以上的90天逾期记录温馨提示：21-60周岁、在现单位连续工作满6个月、信用良好方可申请,27600
深圳,10万元,12月,10633,2.76,月管理费 2.30%,3,36,分期还款,1,1,信用贷,0,个人资料1、第二代居民身份证2、个人银行流水：近6个月个人银行账户流水明细单3、房产证、土地证复印件、购房按揭合同、近3个月（至少）房贷还款记录企业资料1、营业执照、税务登记证、组织机构代码证、银行开户许可证2、对公银行流水：对公账户近6个月流水明细单（需显示户名、卡号并加盖银行章）3、经营场地租赁合同4、经营场地交租凭证（最好经银行入账）、水、电费发票5、近期购销合同、供应商采购合同6、公司近2个月纳税凭证（国税、地税）7、工商局开具企业查询证明（提交自查内资表）8、公司员工近期的社保缴费凭证（内含投保员工人数）,27600
深圳,10万元,12月,10633,2.76,月管理费 2.30%,3,24,分期还款,2,1,信用贷,1,工作12个月以上、税后收入4000以上、有缴纳社保1、收入要求：税后月收入4000元以上，需提供近6个月打卡工资流水2、工作年限：在现单位连续工作满12个月3、社保要求：需有缴纳社保的记录4、行业限制：暂不接受房地产行业销售人员、娱乐和服务行业、部队人员（有身份证除外）人士申请温馨提示：工作12个月以上、税后收入4000以上、有缴纳社保方可申请,27600
深圳,10万元,12月,10333,2.4,参考月利率 1.30%,3,36,分期还款,3,2,信用贷,0,1、身份证明2、红本房产证(或按揭合同)3、近6期还款流水4、住址证明,5122.3
深圳,10万元,12月,10633,2.76,月管理费 2.30%,3,36,分期还款,3,1,信用贷,0,1、房产三证2、身份证3、户口本4、婚姻证明,27600
深圳,10万元,12月,10333,2.4,月管理费 2.00%,3,18,分期还款,1,1,抵押贷,1,22-60周岁、无不良信用记录、收入稳定1、22-60周岁2、有7年以内一次性购买的小型客车3、无不良信用记录温馨提示：22-60周岁、无不良信用记录、收入稳定方可申请,24000
深圳,10万元,12月,10633,2.76,月管理费 2.30%,3,24,分期还款,3,1,信用贷,1,22-60周岁、月流水3000以上、信用良好1、年龄条件：22-60周岁2、流水条件：30003、信用条件：无90天以上逾期可做4、其他重要条件：户口不限，除高危行业温馨提示：22-60周岁、月流水3000以上、信用良好方可申请,27600
深圳,10万元,12月,9749,1.7,月管理费 2.50%,3,12,到期还款,3,1,担保贷,0,1、身份证2、房产证3、结婚证或离婚证4、户口本,30000
天津,10万元,12月,10163,2.2,参考月利率 0.73%,3,36,分期还款,3,3,自由选,1,25-55周岁、收入稳定、工作3个月以上1、年龄要求：25周岁-55周岁的天津居住者2、收入要求：有固定收入（需提供银行流水）3、工作年限：在现单位连续工作满3个月（自雇人士营业执照注册满半年）4、负债不超过70%，不接受信用不良、负债过高者申请5、公安人员、从事法律工作的人士无法申请此贷款6、按摩、洗浴、足疗保健、夜店、酒家、债务回收（包括银行）、军人、公检法、担保及小贷公司等工作人员不可申请温馨提示：25周岁-55周岁、有固定收入、可提供银行流水方可申请,2973.2
天津,10万元,12月,10333,2.4,月管理费 2.00%,3,18,分期还款,2,2,自由选,1,21-55周岁、收入稳定、信用记录良好1、年龄要求：21周岁-55周岁2、申请车辆：本地牌照、距初次登记日期7年内、7人座以下非营业客车3、公安人员、从事法律工作的人士无法申请此贷款4、信用记录有逾期90天以上或1年累计出现6次以上逾期不可申请5、按摩、洗浴、足疗保健、夜店、酒家、债务回收（包括银行）、军人、公检法、担保及小贷公司等工作人员不可申请温馨提示：21周岁-55周岁、名下有本地牌照的私家车方可申请,24000
天津,10万元,12月,10193,2.23,月管理费 1.86%,3,36,分期还款,5,3,信用贷,1,年满22周岁、月平均收入2000元、现单位工作满6个月1、年满22周岁2、受薪人士3、月平均收入2000以上4、在现单位工作满6个月温馨提示：现单位工作满6个月、月均收入2000以上方可申请,22320
天津,10万元,12月,9413,1.3,月管理费 1.08%,3,12,分期还款,1,1,信用贷,0,1、申请人身份证2、现居住地房产证明、正规中介出示的房屋租赁合同、邮局邮寄的信函、信用卡账单、近90天内的水电煤气缴费单据、单位出示的居住证明（均需体现具体地址）3、连续近3个月的银行卡走账流水、公司开具的收入证明（需加盖公章或人事章）、公司营业执照（任选其一）,12960
天津,10万元,12月,9953,1.94,参考月利率 0.72%,3,12,分期还款,3,3,信用贷,1,21-55周岁、打卡工资2000以上、征信良好1、月工资自存6个月流水每月达到3000以上，打卡工资3个月每月达到2000以上2、年龄21-55周岁3、征信良好（半年内不能有连续2次逾期，一年内不能有90天逾期）没征信的有打卡工资两千以上或者有房产也可以4、有房也可以、贷款房更好、期房也可以温馨提示：征信良好，自存6个月流水每月达到3000以上，打卡工资3个月每月达到2000以上方可申请,3050.4
天津,10万元,12月,9953,1.94,参考月利率 0.72%,3,12,分期还款,3,3,信用贷,1,21-55周岁、打卡工资2000以上、征信良好1、月工资自存6个月流水每月达到3000以上，打卡工资3个月每月达到2000以上2、年龄21-55周岁3、征信良好（半年内不能有连续2次逾期，一年内不能有90天逾期）没征信的有打卡工资两千以上或者有房产也可以4、有房也可以、贷款房更好、期房也可以温馨提示：征信良好，自存6个月流水每月达到3000以上，打卡工资3个月每月达到2000以上方可申请,3050.4
天津,10万元,12月,10193,2.23,月管理费 1.86%,3,36,分期还款,5,3,信用贷,1,个人名下有房产、收入稳定、征信记录良好1、个人名下的厂房、商铺、个人住房2、收入稳定，能确定还款来源温馨提示：个人名下须有房产方可申请,22320
天津,10万元,12月,10163,2.2,参考月利率 0.73%,3,36,分期还款,2,1,信用贷,1,25-55周岁、现单位工作3个月以上、征信记录良好1、年龄要求：25周岁-55周岁2、收入要求：有固定收入，需提供银行流水3、工作年限：在现单位连续工作满3个月以上（自雇人士营业执照注册满半年）4、天津居住者5、负债不超过70%，不接受信用不良、负债过高者申请6、公安人员、从事法律工作的人士无法申请此贷款温馨提示：现单位工作满3个月，自雇人士营业执照满6个月方可申请,2973.2
天津,10万元,12月,10133,2.16,月管理费 1.80%,3,36,分期还款,3,2,信用贷,1,22周岁-55周岁、天津本地工作、优质单位上班1、天津本地工作2、22周岁-55周岁3、国企、事业单位、世界500强企业或私企、独资注册资金1000万以上的正式在编人员温馨提示：国企、事业单位、世界500强企业或私企、独资注册资金1000万以上的正式在编人员,21600
成都,10万元,12月,10193,2.23,月管理费 1.86%,3,36,分期还款,3,2,信用贷,1,22-60周岁、连续工作满半年、打卡工资2000以上1、年龄要求：22-60周岁2、收入要求：月打卡工资2000元以上（每月现金定期存入需收入1万以上）需提供银行流水及工作证明3、工作年限：在现单位连续工作满6个月4、信用记录：当前不能有超过90天的逾期、1年内不能有1次以上90天逾期、所有的信用记录里不能有2次以上的90天逾期记录温馨提示：22-60周岁、在现单位连续工作满6个月、信用良好方可申请,22320
成都,10万元,12月,9413,1.3,月管理费 1.08%,3,12,分期还款,1,1,信用贷,0,1、申请人身份证2、现居住地房产证明、正规中介出示的房屋租赁合同、邮局邮寄的信函、信用卡账单、近90天内的水电煤气缴费单据、单位出示的居住证明（均需体现具体地址）3、连续近3个月的银行卡走账流水、公司开具的收入证明（需加盖公章或人事章）、公司营业执照（任选其一）,12960
成都,10万元,12月,10633,2.76,参考月利率 1.00%,3,36,分期还款,3,2,信用贷,1,18-60周岁、本地工作、本市有按揭或全款房1、18-60周岁2、本地工作3、本市有按揭或全款房温馨提示：18-60周岁、本地工作、本市有按揭或全款房方可申请,3706.3
成都,10万元,12月,9163,1,月管理费 0.83%,3,36,分期还款,3,1,信用贷,0,1、身份证2、结婚证3、户口本4、房产证、购房合同,9960
成都,10万元,12月,10913,3.1,月管理费 2.58%,3,24,分期还款,3,1,信用贷,0,1、身份证2、工作收入证明（或营业执照）3、房产证/按揭抵押合同3、房屋调档信息5、最近6个月银行还款流水6、居住证明,30960
成都,10万元,12月,9533,1.44,月管理费 1.20%,3,60,分期还款,15,8,抵押贷,0,1、身份证2、按揭合同或者房产证3、工作证明4、住址证明,14400
成都,10万元,12月,9183,1.02,月管理费 0.85%,3,36,分期还款,3,2,信用贷,0,1、本人二代身份证2、工作证明：工牌、名片或单位开具的工作证明,10200
成都,10万元,12月,9183,1.02,月管理费 0.85%,3,36,分期还款,2,1,信用贷,0,1、本人二代身份证2、近半年银行流水（可有可无）3、工作证明：工牌、名片或单位开具的工作证明4、住址证明：房产证或租赁合同、近2个月内的水、电、燃气发票或金融机构信用卡账单等。,10200
成都,10万元,12月,10433,2.52,月管理费 2.10%,3,48,分期还款,2,2,信用贷,1,打卡工资3000以上、有社保、有工资流水1、身份证2、满3个月进卡大于3000元加单位缴纳社保和公积金（如果满3个月进卡大于3000元并且只有单位缴纳社保则不能连续2个月流水少于3000元）3、销售类比较难做温馨提示：月打卡工资3000以上、有社保方可申请,25200
成都,10万元,12月,10193,2.23,月管理费 1.86%,3,36,分期还款,5,3,信用贷,1,本地有房产、工作稳定、信用良好1、全款房就提供房屋购买合同和房产证，按揭房或者抵押过的房子要提供按揭或者抵押合同和最近三个月的还款流水2、信用记录要求当前不能有超过90天的逾期，一年内不能有1次以上90天逾期，所有的信用记录里不能有2次以上的90天逾期记录温馨提示：本地有房产、信用良好方可申请,22320
北京,10万元,12月,10763,2.92,月管理费 2.43%,6,36,分期还款,5,3,信用贷,1,20-60周岁、正式员工、月收入2000及以上1、年龄条件：20-60周岁2、流水条件：现职工作连续半年以上（含半年）的正式员工，未转正、退休员工暂不受理3、月收入2000元及以上，银行代发或现金形式发放的均可4、信用条件：提交详细版信用报告5、企业信用网或组织机构代码网（公务员、企事业单位员工除外）查询客户所在工作单位经营资质，并提供查询凭证6、房产条件：房产证、购房合同与购房发票、产调单、房产抵押合同等（可选）7、个体工商户、企业业主、股东（占股20%及以上）不能申请薪易贷8、被拒绝的客户3个月内不可以重复进件，客户主动放弃除外，和独资企业除外温馨提示：20-60周岁、正式员工、月收入2000及以上方可申请,29160
北京,10万元,12月,10283,2.34,月管理费 1.95%,6,36,分期还款,5,3,信用贷,0,1、申请表、身份证2、营业执照3、借款合同4、还贷流水5、祥版征信6、其他财力证明,23400
北京,10万元,12月,9113,0.94,参考月利率 0.78%,6,60,分期还款,3,1,信用贷,1,25-55周岁、月打卡工资4200、现单位工作满6个月1、25-55周岁2、月打卡工资4200以上3、现单位工作满6个月4、缴纳社保和公积金温馨提示：25-55周岁、月打卡工资4200、现单位工作满6个月方可申请,3815.7
北京,10万元,12月,10333,2.4,月管理费 2.00%,6,36,分期还款,3,1,信用贷,1,本地有稳定收入、银行流水满半年、22-55周岁1、在本地有稳定收入 ? ?2、银行流水满半年 3、年龄22-55周岁温馨提示：有稳定收入、银行流水满半年、22-55周岁方可申请,24000
北京,10万元,12月,10083,2.1,月管理费 1.75%,6,36,分期还款,2,1,信用贷,1,22-55周岁、工作时长满6个月、信用良好1、年龄在22-55周岁2、中国大陆公民、不含港澳台人员3、在现职公司工作时长满6个月（不含试用期）4、申请人应为国家机关正式在编工作人员、教师、医生、律师、会计师等各类专业人员5、其他行业近三个月网银代发工资流水每月体现在4000以上者6、信用良好温馨提示：22-55周岁、工作时长满6个月、信用良好方可申请,21000
北京,10万元,12月,9133,0.96,参考月利率 0.80%,6,60,分期还款,3,1,信用贷,1,25-55周岁、缴纳社保和公积金一年、保基数4200以上1、25-55周岁2、缴纳社保和公积金一年以上3、社保基数4200以上4、信用良好温馨提示：25-55周岁、缴纳社保和公积金一年、保基数4200以上方可申请,3901
北京,10万元,12月,9333,1.2,参考月利率 1.00%,6,36,分期还款,3,1,自由选,1,1、年龄22-55周岁2、连续6个月税后打卡工资4000以上3、工作满1年以上、缴纳社保公积金4、征信良好两年内无逾期，负债不能超过10万5、军人，律师，警察不能办理温馨提示：22-55周岁、打卡工资、信用良好方可申请,4720.3
北京,10万元,12月,10633,2.76,月管理费 2.30%,6,36,分期还款,3,2,信用贷,1,22-55周岁、工资流水2000以上、信用记录良好1、北京工作2、连续六个月打卡工资流水2000以上3、22-55周岁4、信用记录良好温馨提示：22-55周岁、工资流水2000以上、信用记录良好方可申请,27600
北京,10万元,12月,10133,2.16,月管理费 1.80%,6,36,分期还款,3,2,信用贷,0,1、身份证复印件2、信用报告3、住址证明4、银行流水5、工作证明,21600
北京,10万元,12月,8829,0.59,月管理费 0.90%,6,60,分期还款,3,1,信用贷,0,1、身份证 2、收入类证明（住房公积金连续缴存1年证明、代发工资流水、税单）3、住址证明4、征信报告,10800
北京,10万元,12月,8690,0.43,参考月利率 0.65%,6,48,分期还款,3,1,信用贷,1,23-55周岁、有稳定工作、税前月收入4000元1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-55周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在北京5、于现工作岗位至少工作3个月或工作年限大于等于2年6、现在工作是教师温馨提示：必须是现职教师、税前月收入4000元、工作3个月以上方可申请,3394.2
北京,10万元,12月,10763,2.92,月管理费 2.43%,6,36,分期还款,3,2,信用贷,0,1、申请表、身份证2、租房合同（有效期内）、水电煤气账单（近两个月内）、信用卡账单（近一个月）、固话话费账单（近一个月）3、受薪人士：现单位劳动合同、现单位开立的工作证明（近一个月内开立）4、私营业主：营业执照正副本（已年检）5、经营场所的租赁合同及交租单据6、企业信用网查询凭证7、特殊行业需提供的相应证件8、受薪人士：近三个月工资流水、单位开立的收入证明（近一个月内开立）与近三个月私人流水9、私营业主：近三个月对公流水、私人流水（柜台打印并盖章）10、近三个月还贷流水，按揭未超过三个月的提供全部流水（柜台打印并盖章）如果征信报告可体现按揭贷款记录且还款正常，可不必提供还款流水11、房产证、购房合同与购房发票、房产抵押合同（有一样即可）12、详细版信用报告,29160
北京,10万元,12月,8662,0.39,参考月利率 0.60%,6,48,分期还款,3,1,信用贷,1,23-55周岁、有稳定工作、工作满3个月1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-55周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在北京5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：23-55周岁、有稳定工作、工作满3个月方可申请,3146.2
北京,10万元,12月,8933,0.72,月管理费 0.60%,6,36,分期还款,7,4,信用贷,1,23-60周岁、工作满6个月、信用记录良好1、工作满6个月（公务员、国家企事业单位、上市股份公司和民营企业上班族等）2、年龄23-60周岁，工资流水要求5000元以上，公务员或机关事业单位3000元以上3、信用记录3年内不能有2次逾期以上，负债不超过收入50％，公务员可以松一些，只看打卡工资，其他财力无法增加贷款金额4、工资必须为银行代发并缴纳个税（现金或转帐都不可以）温馨提示：23-60周岁、工作满6个月、信用记录良好方可申请,7200
北京,10万元,12月,8607,0.33,参考月利率 0.50%,6,36,分期还款,5,3,信用贷,1,25-55周岁、社保或公积金缴满1年、信用记录良好1、25-55周岁2、社保或公积金缴费1年以上（根据社保或公积金缴费基数判定额度）3、社保个人缴费额度400以上，或者公积金个人缴费额度360以上可申请（额度不足者可提供附加财力证明）4、可选择性提供本地产权清晰，无案件且可自由上市流通的房产（房龄不超过30年，市值50万以上）5、要求客户信用记录良好（可接受征信空白客户）温馨提示：25-55周岁、社保或公积金缴满1年、信用记录良好方可申请,2643.3
北京,10万元,12月,8690,0.43,参考月利率 0.65%,6,48,分期还款,3,1,信用贷,1,23-55周岁、有稳定工作、工作满3个月1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-55周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在北京5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：23-55周岁、有稳定工作、工作满3个月方可申请,3394.2
北京,10万元,12月,8662,0.39,参考月利率 0.60%,6,60,分期还款,2,1,信用贷,1,22-55周岁、工作满3个月、信用记录良好1、月工资打卡收入在5000以上（交纳保险后最低约4300或固定时间、固定金额，固定存入方式的固定存入工资为网银转账也可）2、工作和居住在北京3、年龄22-55周岁4、工作3个月以上（过试用期）5、负债不可过高6、信用良好、无逾期、信用不能空白（注：半年连续不间断征信记录、驾照的牡丹卡只要开通也算）7、教师、医生、公务员、国企及事业单位可获得更高额度的批款，更简便的手续和材料以及更低的利率温馨提示：月打卡或固定转账工资收入在5000以上、负债不超过流水60%、信用空白不做,3146.2
北京,10万元,12月,10233,2.28,月管理费 1.90%,6,36,分期还款,5,3,信用贷,1,25-55周岁、工资为银行代发、缴纳社保公积金1、年龄条件：25-55周岁2、流水条件：工资为银行代发且为当地最低工资的3倍；公务员、国企事业单位的正式在职员工，税后工资大于等于3000元3、社保、公积金缴纳在1年以上（并且还在缴纳中）4、信用条件：提交详细版信用报告5、企业信用网或组织机构代码网（公务员、企事业单位员工除外）查询客户所在工作单位经营资质，并提供查询凭证6、房产条件：房产证、购房合同与购房发票、产调单、房产抵押合同等（可选）7、提交社保公积金账户和密码，如有所在公司签署的劳动合同（有效期内）可温馨提示：25-55周岁、工资为银行代发、缴纳社保公积金方可申请,22800
北京,10万元,12月,9113,0.94,月管理费 0.78%,6,36,分期还款,3,3,信用贷,0,1、身份证2、6个月流水3、人民银行信用报告4、工作证明5、住址证明,9360
北京,10万元,12月,9483,1.38,参考月利率 0.50%,6,12,分期还款,3,2,信用贷,1,25-60周岁、月收入4000元以上、非本地户籍需有房产1、重要限制：非京籍人士名下需有北京房产2、年龄要求：25-60周岁3、收入要求：月收入4000元以上4、群体限制：仅受理公务员、教师、医生或其他事业单位编制人员，石油、石化、电信、金融 、电力、盐业 、港务产业从业者，律师、会计师 、世界500强企业中层管理人员的申请温馨提示：25-60周岁、月收入4000元以上、非本地户籍需有房产方可申请,2301.6
广州,10万元,12月,9054,0.87,参考月利率 1.30%,6,48,分期还款,3,1,信用贷,1,23-60周岁、税前收入4000以上、任职3个月以上1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-60周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在广州5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：税前月收入4000元以上且以银行转账的形式发放方可申请,6419.2
广州,10万元,12月,10133,2.16,月管理费 1.80%,6,36,分期还款,3,2,信用贷,1,22-58周岁、打卡工资2500以上、征信记录良好1、年龄条件：22-58周岁2、流水条件：近半年银行打卡工资流水、打卡工资2500以上、有社保或者公积金3、信用条件：征信良好4、房产条件：有更好，没有也可以温馨提示：22-58周岁、打卡工资2500以上、征信记录良好方可申请,21600
广州,10万元,12月,8983,0.78,月管理费 0.65%,6,60,分期还款,3,1,信用贷,1,22-55周岁、代发工资4000以上、信用记录良好1、22-55周岁2、银行代发工资4000以上、单位有买公积金及社保3、有月供房、车或是有购买人寿保险（如有）4、信用记录良好温馨提示：22-55周岁、代发工资4000以上、信用记录良好方可申请,7800
广州,10万元,12月,9733,1.68,参考月利率 1.00%,6,36,分期还款,4,3,信用贷,1,22-58周岁、打卡工资、有社保或者公积金1、年龄条件：22-58周岁2、流水条件：近3个月银行打卡工资流水3、信用条件：征信良好4、房产条件：有更好，没有也可以5、重要条件：打卡工资、有社保或者公积金温馨提示：22-58周岁、打卡工资、有社保或者公积金方可申请,4408.3
广州,10万元,12月,8607,0.33,参考月利率 0.50%,6,120,分期还款,15,7,抵押贷,1,本地有房产抵押、房龄不超15年、房产坐落在广州1、抵押物要求：住宅2、产权人要求：产权证上不得有未成年人和60周岁以上老人3、房龄要求：最长不超过15年4、房产坐落区域：广州5、贷款期限：与借款人年龄之和不超过65年温馨提示：本地有房产抵押、房龄不超15年、房产坐落在广州方可申请,2643.3
广州,10万元,12月,9833,1.8,参考月利率 1.50%,6,36,分期还款,2,1,信用贷,0,1、个人车提供身份证、车辆登记证、车辆行驶证、近期6个月银行流水、车钥匙一把2、交强险保单、商业险保单、非本地居民提供居住证、其他有房产的可提供房产证、户口本、结婚证等3、除个人车辆资料外需在提供公章、营业执照、场地租赁合同、验资报告、近6个月对公流水、组织机构代码证、税务登记证,6495.4
广州,10万元,12月,11133,3.36,月管理费 2.80%,6,36,分期还款,3,1,信用贷,0,1、身份证、户口本2、房产证或按揭合同及还款流水3、住址证明4、用途证明、近3个月水电费证明,33600
广州,10万元,12月,8829,0.59,参考月利率 0.90%,6,36,分期还款,3,3,信用贷,1,本科学历或本地有房产、代发工资6000以上、信用记录良好1、企业职员2、本科学历或广州有房产3、月银行代发工资要求大于6000元4、一年内征信不能有连续2个月逾期温馨提示：本科学历或本地有房产、代发工资6000以上、信用记录良好方可申请,4602
广州,10万元,12月,10133,2.16,月管理费 1.80%,6,36,分期还款,3,2,信用贷,1,22-60周岁、银行代发5000以上、有房产1、中国大陆居民持有效二代身份证2、年龄22-60周岁3、在广州有房产或其他省会城市有按揭房4、银行代发工资5000以上5、在广州工作满一年以上温馨提示：22-60周岁、银行代发5000以上、有房产方可申请,21600
广州,10万元,12月,10893,3.07,月管理费 2.56%,6,36,分期还款,3,1,信用贷,0,1、二代居民身份证2、结婚证（离婚的需离婚证）3、本人名下房产证4、征信报告5、住址证明6、连续三个月银行流水7、工作证明或营业执照,30720
广州,10万元,12月,10223,2.27,月管理费 1.89%,6,36,分期还款,3,1,信用贷,0,1、身份证及结婚证2、收入证明3、信用报告4、居住证明,22680
广州,10万元,12月,8607,0.33,参考月利率 0.50%,6,48,分期还款,3,1,信用贷,1,23-60周岁、税前收入4000以上、任职3个月以上1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-60周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在广州5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：税前月收入4000元以上且以银行转账的形式发放方可申请,2643.3
广州,10万元,12月,9183,1.02,月管理费 0.85%,6,36,分期还款,1,1,信用贷,1,22-55周岁、本地有车或房皆可、信用良好1、22-55周岁2、信用良好、负债不高3、广州按揭房月供满1年、可贷月供金额45倍4、广州按揭房月供满半年、可贷月供金额30倍5、广州本地户口、供车满1年、可贷月供金额45倍6、购买人寿保险满3年、缴费满4次7、条件3、4、5、6只要满足其一条件就能申请温馨提示：22-55周岁、本地有车或房皆可、信用良好方可申请,10200
广州,10万元,12月,9613,1.54,参考月利率 0.60%,6,12,分期还款,15,10,信用贷,1,27-50周岁、本地有商品房产、有房产证1、年龄要求：27-50周岁2、行业限制：暂不接受钢铁贸易行业人士申请3、贷款要求：必须广州本地有商品房产（必须有房产证）4、经营时间：1年以上，有正规办公场所温馨提示：27-50周岁、本地有商品房产、有房产证方可申请,2701.1
广州,10万元,12月,10633,2.76,月管理费 2.30%,6,24,分期还款,4,2,信用贷,1,22-60周岁、本地必须有房产、需提供打卡工资流水1、年龄要求：22-60周岁2、房产要求：广州本地必须有房产3、收入要求：税后代发月收入不低于3000元，需提供连续3个月打卡工资流水4、社保要求：有缴交社保和公积金5、工作年限：在现单位连续工作满3个月6、行业限制：不接受酒店娱乐、KTV、酒吧、网吧等行业申请温馨提示：22-60周岁、本地必须有房产、需提供打卡工资流水方可申请,27600
广州,10万元,12月,9054,0.87,参考月利率 1.30%,6,48,分期还款,3,1,信用贷,1,18-55周岁、税前收入4000以上、任职3个月以上1、持中国（二代）居民身份证的中国公民（港澳台除外）2、18-55周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在广州5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：税前月收入4000元以上且以银行转账的形式发放方可申请,6419.2
广州,10万元,12月,8607,0.33,参考月利率 0.50%,6,48,分期还款,3,1,信用贷,1,23-60周岁、有稳定工作、税前月收入4000元1、持中国（二代）居民身份证的中国公民（港、澳、台除外）2、23-60周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在本地5、于现工作岗位至少工作3个月或工作年限大于等于2年6、现在工作是教师温馨提示：必须是现职教师、税前月收入4000元、工作3个月以上方可申请,2643.3
广州,10万元,12月,8607,0.33,参考月利率 0.50%,6,48,分期还款,3,1,信用贷,1,23-60周岁、税前收入4000以上、任职3个月以上1、持中国（二代）居民身份证的中国公民（港澳台除外）2、23-60周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在广州5、于现工作岗位至少工作3个月或工作年限大于等于2年（中高端职位只需要3个月，像销售这样的职位至少6个月）温馨提示：税前月收入4000元以上且以银行转账的形式发放方可申请,2643.3
南京,10万元,12月,10663,2.8,月管理费 2.33%,6,48,分期还款,2,2,信用贷,1,南京工作或有房产、工资流水2000以上、征信良好1、南京工作或南京有房产2、工资流水2000以上3、征信良好温馨提示：工资流水2000以上，信用无逾期方可申请,27960
南京,10万元,12月,10333,2.4,月管理费 2.00%,6,24,分期还款,3,1,信用贷,1,工作稳定、名下有房产、20-59周岁1、20-59周岁2、工作稳定3、名下有房产温馨提示：工作稳定、名下有房产、20-59周岁方可申请,24000
南京,10万元,12月,10633,2.76,月管理费 2.30%,6,24,分期还款,3,1,信用贷,1,工作稳定、名下有房产、20-59周岁1、20-59周岁2、工作稳定3、名下有房产温馨提示：工作稳定、名下有房产、20-59周岁方可申请,27600
南京,10万元,12月,10333,2.4,月管理费 2.00%,6,36,分期还款,3,2,信用贷,1,22-55周岁、工资流水2000以上、信用记录良好1、南京工作2、连续六个月打卡工资流水2000以上3、22-55周岁4、信用记录良好温馨提示：22-55周岁、工资流水2000以上、信用记录良好方可申请,24000
